"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
43 -3.30000e+01
91 -3.20000e+01
152 -3.10000e+01
161 -3.00000e+01
168 -2.90000e+01
240 -2.80000e+01
250 -2.70000e+01
269 -2.60000e+01
347 -2.50000e+01
373 -2.40000e+01
384 -2.30000e+01
391 -2.20000e+01
423 -2.10000e+01
434 -2.00000e+01
454 -1.90000e+01
510 -1.80000e+01
517 -1.70000e+01
588 -1.60000e+01
609 -1.50000e+01
814 -1.40000e+01
837 -1.30000e+01
883 -1.20000e+01
973 -1.10000e+01
1019 -1.00000e+01
1047 -9.00000e+00
1131 -8.00000e+00
1164 -7.00000e+00
1220 -6.00000e+00
1253 -5.00000e+00
1307 -4.00000e+00
1315 -3.00000e+00
1460 -2.00000e+00
1530 -1.00000e+00
1706 +3.25000e+02
1865 +3.26000e+02
1878 +3.57000e+02
2253 +3.59000e+02
2443 +3.63000e+02
2478 +3.71000e+02
2507 +3.78000e+02
2783 +3.89000e+02
3041 +3.94000e+02
3225 +4.01000e+02
3967 +4.05000e+02
5016 +4.09000e+02
5309 +4.14000e+02
6965 +4.16000e+02
7392 +4.18000e+02
9913 +4.20000e+02
16499 +4.23000e+02
30412 +4.24000e+02
31821 +4.25000e+02
33380 +4.27000e+02
36697 +4.28000e+02
41490 +4.30000e+02
50710 +4.31000e+02
63077 +4.32000e+02
86737 +4.33000e+02
99991 +4.33000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
20 -3.30000e+01
42 -3.20000e+01
67 -3.10000e+01
92 -3.00000e+01
114 -2.90000e+01
134 -2.80000e+01
189 -2.70000e+01
210 -2.60000e+01
235 -2.50000e+01
245 -2.40000e+01
295 -2.30000e+01
300 -2.20000e+01
315 -2.10000e+01
328 -2.00000e+01
377 -1.90000e+01
415 -1.80000e+01
550 -1.70000e+01
689 -1.60000e+01
697 -1.50000e+01
769 -1.40000e+01
839 -1.30000e+01
874 -1.20000e+01
950 -1.10000e+01
1025 -1.00000e+01
1091 -9.00000e+00
1094 -8.00000e+00
1313 -7.00000e+00
1363 -6.00000e+00
1431 -5.00000e+00
1831 -4.00000e+00
2210 -3.00000e+00
2298 -2.00000e+00
2482 -1.00000e+00
2533 +3.33000e+02
2587 +3.35000e+02
2649 +3.48000e+02
2680 +3.58000e+02
2746 +3.66000e+02
2814 +3.79000e+02
3405 +3.83000e+02
3896 +3.84000e+02
4098 +3.93000e+02
4768 +3.97000e+02
4793 +4.03000e+02
5322 +4.06000e+02
6424 +4.11000e+02
6644 +4.12000e+02
8283 +4.14000e+02
9271 +4.25000e+02
10555 +4.26000e+02
16772 +4.32000e+02
27804 +4.34000e+02
75862 +4.35000e+02
99991 +4.35000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
38 -3.40000e+01
90 -3.30000e+01
135 -3.20000e+01
175 -3.10000e+01
203 -2.90000e+01
245 -2.80000e+01
259 -2.70000e+01
273 -2.60000e+01
366 -2.50000e+01
381 -2.40000e+01
433 -2.30000e+01
536 -2.20000e+01
624 -2.10000e+01
650 -1.90000e+01
740 -1.70000e+01
775 -1.60000e+01
954 -1.50000e+01
1001 -1.40000e+01
1083 -1.30000e+01
1085 -1.20000e+01
1114 -1.10000e+01
1128 -1.00000e+01
1151 -9.00000e+00
1199 -8.00000e+00
1312 -7.00000e+00
1325 -6.00000e+00
1525 -5.00000e+00
1591 -4.00000e+00
1614 -3.00000e+00
1690 -2.00000e+00
1739 -1.00000e+00
1754 +3.51000e+02
1765 +3.75000e+02
2840 +3.96000e+02
3788 +4.07000e+02
4379 +4.10000e+02
5673 +4.11000e+02
6361 +4.12000e+02
6926 +4.17000e+02
9050 +4.20000e+02
12725 +4.21000e+02
15867 +4.23000e+02
17618 +4.24000e+02
21907 +4.26000e+02
21929 +4.30000e+02
39134 +4.31000e+02
57331 +4.32000e+02
82856 +4.33000e+02
