"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
26 -3.40000e+01
34 -3.30000e+01
82 -3.20000e+01
116 -3.10000e+01
207 -3.00000e+01
248 -2.90000e+01
284 -2.80000e+01
344 -2.70000e+01
466 -2.60000e+01
477 -2.50000e+01
547 -2.40000e+01
578 -2.30000e+01
596 -2.20000e+01
693 -2.00000e+01
752 -1.90000e+01
859 -1.80000e+01
880 -1.70000e+01
930 -1.60000e+01
981 -1.50000e+01
1061 -1.40000e+01
1095 -1.30000e+01
1120 -1.20000e+01
1234 -1.10000e+01
1283 -1.00000e+01
1357 -9.00000e+00
1467 -8.00000e+00
1484 -7.00000e+00
1655 -6.00000e+00
1730 -5.00000e+00
1796 -4.00000e+00
1816 -3.00000e+00
1908 -2.00000e+00
1958 -1.00000e+00
2000 +3.34000e+02
2009 +3.53000e+02
2259 +3.70000e+02
3271 +3.74000e+02
3291 +3.78000e+02
3353 +3.81000e+02
3366 +3.86000e+02
4074 +3.88000e+02
4290 +3.89000e+02
4467 +3.94000e+02
4705 +4.03000e+02
5247 +4.05000e+02
5667 +4.06000e+02
5807 +4.11000e+02
5900 +4.13000e+02
6923 +4.14000e+02
7720 +4.16000e+02
8853 +4.18000e+02
9955 +4.20000e+02
9991 +4.20000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
34 -3.40000e+01
40 -3.30000e+01
59 -3.20000e+01
64 -3.00000e+01
90 -2.90000e+01
141 -2.80000e+01
182 -2.70000e+01
294 -2.50000e+01
309 -2.40000e+01
329 -2.30000e+01
367 -2.20000e+01
373 -2.10000e+01
410 -2.00000e+01
437 -1.90000e+01
478 -1.80000e+01
519 -1.70000e+01
584 -1.60000e+01
616 -1.50000e+01
703 -1.40000e+01
817 -1.30000e+01
840 -1.20000e+01
882 -1.10000e+01
905 -1.00000e+01
960 -9.00000e+00
998 -8.00000e+00
1040 -7.00000e+00
1277 -6.00000e+00
1399 -5.00000e+00
1667 -4.00000e+00
1670 -3.00000e+00
1950 -2.00000e+00
2013 -1.00000e+00
2058 +3.79000e+02
2212 +3.82000e+02
2326 +4.00000e+02
2363 +4.03000e+02
3396 +4.04000e+02
4632 +4.07000e+02
4883 +4.09000e+02
7677 +4.11000e+02
8633 +4.15000e+02
9991 +4.15000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
28 -3.40000e+01
50 -3.30000e+01
73 -3.20000e+01
117 -3.10000e+01
139 -3.00000e+01
170 -2.90000e+01
212 -2.80000e+01
238 -2.70000e+01
278 -2.60000e+01
290 -2.50000e+01
352 -2.40000e+01
381 -2.30000e+01
385 -2.20000e+01
401 -2.00000e+01
524 -1.90000e+01
581 -1.80000e+01
606 -1.70000e+01
612 -1.60000e+01
673 -1.50000e+01
708 -1.40000e+01
832 -1.30000e+01
922 -1.20000e+01
945 -1.10000e+01
1024 -1.00000e+01
1094 -9.00000e+00
1127 -8.00000e+00
1168 -7.00000e+00
1229 -6.00000e+00
1441 -5.00000e+00
1466 -4.00000e+00
1486 -3.00000e+00
1537 -2.00000e+00
1627 -1.00000e+00
1752 +3.28000e+02
1842 +3.54000e+02
1963 +3.70000e+02
1970 +3.71000e+02
2320 +3.77000e+02
2434 +3.79000e+02
2609 +3.83000e+02
2845 +3.85000e+02
2915 +3.86000e+02
2922 +3.89000e+02
3079 +4.06000e+02
3861 +4.12000e+02
4235 +4.14000e+02
4477 +4.16000e+02
9991 +4.16000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
23 -3.40000e+01
45 -3.30000e+01
128 -3.20000e+01
175 -3.10000e+01
250 -3.00000e+01
264 -2.90000e+01
293 -2.80000e+01
340 -2.70000e+01
366 -2.60000e+01
399 -2.50000e+01
452 -2.40000e+01
477 -2.30000e+01
510 -2.20000e+01
553 -2.10000e+01
595 -2.00000e+01
640 -1.90000e+01
654 -1.80000e+01
711 -1.70000e+01
893 -1.60000e+01
906 -1.50000e+01
930 -1.40000e+01
998 -1.30000e+01
1058 -1.20000e+01
1072 -1.10000e+01
1374 -9.00000e+00
1406 -8.00000e+00
1435 -7.00000e+00
1547 -6.00000e+00
1568 -5.00000e+00
1610 -4.00000e+00
1659 -3.00000e+00
1735 -2.00000e+00
2029 -1.00000e+00
2200 +3.38000e+02
2261 +3.59000e+02
2690 +3.62000e+02
2862 +3.81000e+02
2974 +3.92000e+02
3111 +3.95000e+02
3181 +3.99000e+02
3465 +4.01000e+02
3609 +4.06000e+02
3701 +4.08000e+02
4126 +4.12000e+02
5787 +4.13000e+02
8416 +4.15000e+02
9229 +4.17000e+02
9991 +4.17000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
23 -3.30000e+01
29 -3.10000e+01
52 -3.00000e+01
69 -2.90000e+01
129 -2.80000e+01
148 -2.60000e+01
260 -2.50000e+01
342 -2.40000e+01
364 -2.30000e+01
426 -2.20000e+01
427 -2.00000e+01
466 -1.90000e+01
530 -1.80000e+01
542 -1.70000e+01
559 -1.60000e+01
572 -1.50000e+01
684 -1.40000e+01
786 -1.30000e+01
792 -1.20000e+01
828 -1.10000e+01
1003 -1.00000e+01
1014 -9.00000e+00
1040 -8.00000e+00
1137 -7.00000e+00
1475 -6.00000e+00
1596 -5.00000e+00
1727 -4.00000e+00
1771 -3.00000e+00
1913 -2.00000e+00
2252 -1.00000e+00
2346 +3.58000e+02
2577 +3.66000e+02
2819 +3.70000e+02
2887 +3.73000e+02
3271 +3.94000e+02
3803 +4.05000e+02
4598 +4.09000e+02
4868 +4.12000e+02
6234 +4.17000e+02
6761 +4.20000e+02
9991 +4.20000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
17 -3.40000e+01
18 -3.30000e+01
35 -3.20000e+01
37 -3.10000e+01
74 -3.00000e+01
120 -2.90000e+01
150 -2.80000e+01
183 -2.70000e+01
193 -2.60000e+01
234 -2.50000e+01
257 -2.40000e+01
296 -2.30000e+01
307 -2.20000e+01
328 -2.10000e+01
368 -2.00000e+01
463 -1.90000e+01
546 -1.80000e+01
598 -1.70000e+01
602 -1.60000e+01
634 -1.50000e+01
789 -1.40000e+01
890 -1.30000e+01
1103 -1.20000e+01
1265 -1.10000e+01
1407 -1.00000e+01
1482 -9.00000e+00
1748 -8.00000e+00
1866 -7.00000e+00
1974 -6.00000e+00
2098 -5.00000e+00
2203 -4.00000e+00
2252 -3.00000e+00
2268 -2.00000e+00
2383 -1.00000e+00
2407 +3.58000e+02
2625 +3.67000e+02
2743 +3.71000e+02
2749 +3.84000e+02
2978 +3.95000e+02
3051 +4.05000e+02
3120 +4.08000e+02
4137 +4.09000e+02
5797 +4.12000e+02
5803 +4.17000e+02
6528 +4.18000e+02
9991 +4.18000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
17 -3.40000e+01
54 -3.20000e+01
86 -3.10000e+01
102 -3.00000e+01
167 -2.90000e+01
194 -2.80000e+01
233 -2.70000e+01
308 -2.60000e+01
360 -2.50000e+01
394 -2.40000e+01
442 -2.30000e+01
489 -2.20000e+01
497 -2.10000e+01
518 -2.00000e+01
550 -1.90000e+01
565 -1.80000e+01
632 -1.70000e+01
748 -1.60000e+01
820 -1.50000e+01
863 -1.40000e+01
886 -1.30000e+01
912 -1.20000e+01
1025 -1.10000e+01
1147 -1.00000e+01
1155 -9.00000e+00
1288 -8.00000e+00
1369 -7.00000e+00
1475 -6.00000e+00
1611 -5.00000e+00
1665 -4.00000e+00
1899 -3.00000e+00
1937 -2.00000e+00
2037 -1.00000e+00
