"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
33 -3.40000e+01
114 -3.30000e+01
157 -3.20000e+01
232 -3.10000e+01
323 -3.00000e+01
328 -2.90000e+01
486 -2.80000e+01
628 -2.70000e+01
697 -2.60000e+01
748 -2.50000e+01
768 -2.40000e+01
965 -2.30000e+01
1181 -2.20000e+01
1193 -2.10000e+01
1296 -2.00000e+01
1303 -1.90000e+01
1332 -1.80000e+01
1338 -1.70000e+01
1411 -1.60000e+01
1541 -1.50000e+01
1681 -1.40000e+01
1762 -1.30000e+01
2033 -1.20000e+01
2129 -1.10000e+01
2397 -1.00000e+01
2483 -9.00000e+00
2630 -8.00000e+00
2718 -7.00000e+00
2925 -6.00000e+00
3088 -5.00000e+00
3230 -4.00000e+00
3371 -3.00000e+00
3594 -2.00000e+00
3685 -1.00000e+00
4019 +3.33000e+02
4191 +3.47000e+02
4248 +3.57000e+02
4319 +3.78000e+02
4770 +3.84000e+02
4895 +3.89000e+02
5447 +3.96000e+02
5867 +4.02000e+02
6372 +4.05000e+02
7145 +4.07000e+02
7780 +4.10000e+02
7916 +4.11000e+02
8355 +4.12000e+02
8474 +4.14000e+02
9716 +4.15000e+02
9951 +4.15000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
49 -3.30000e+01
71 -3.10000e+01
234 -3.00000e+01
327 -2.90000e+01
350 -2.80000e+01
436 -2.70000e+01
475 -2.60000e+01
590 -2.50000e+01
647 -2.40000e+01
744 -2.30000e+01
832 -2.20000e+01
875 -2.10000e+01
879 -2.00000e+01
982 -1.90000e+01
1077 -1.80000e+01
1176 -1.70000e+01
1290 -1.60000e+01
1447 -1.50000e+01
1553 -1.40000e+01
1619 -1.30000e+01
1809 -1.20000e+01
1902 -1.10000e+01
2000 -1.00000e+01
2229 -9.00000e+00
2336 -8.00000e+00
2514 -7.00000e+00
2666 -6.00000e+00
2755 -5.00000e+00
2960 -4.00000e+00
2998 -3.00000e+00
3381 -2.00000e+00
3597 -1.00000e+00
3733 +3.39000e+02
3790 +3.56000e+02
3822 +3.63000e+02
3880 +3.66000e+02
4092 +3.82000e+02
4654 +3.99000e+02
5068 +4.00000e+02
5403 +4.06000e+02
5810 +4.09000e+02
6692 +4.12000e+02
7915 +4.14000e+02
9951 +4.14000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.30000e+01
30 -3.20000e+01
67 -3.10000e+01
187 -3.00000e+01
192 -2.90000e+01
309 -2.80000e+01
384 -2.70000e+01
472 -2.60000e+01
492 -2.50000e+01
632 -2.40000e+01
890 -2.30000e+01
968 -2.20000e+01
1054 -2.10000e+01
1222 -2.00000e+01
1272 -1.80000e+01
1351 -1.70000e+01
1635 -1.60000e+01
1708 -1.50000e+01
1834 -1.40000e+01
2108 -1.30000e+01
2167 -1.20000e+01
2309 -1.10000e+01
2462 -1.00000e+01
2776 -9.00000e+00
3055 -8.00000e+00
3278 -7.00000e+00
3378 -5.00000e+00
3668 -4.00000e+00
3825 -3.00000e+00
4012 -2.00000e+00
4110 -1.00000e+00
4244 +3.72000e+02
4441 +3.86000e+02
4743 +3.90000e+02
5548 +3.95000e+02
6022 +4.04000e+02
7814 +4.05000e+02
8001 +4.06000e+02
8270 +4.09000e+02
9153 +4.10000e+02
9384 +4.12000e+02
9951 +4.12000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
75 -3.40000e+01
213 -3.30000e+01
417 -3.20000e+01
597 -3.10000e+01
722 -3.00000e+01
770 -2.90000e+01
900 -2.80000e+01
1033 -2.70000e+01
1105 -2.60000e+01
1297 -2.50000e+01
1442 -2.40000e+01
1575 -2.30000e+01
1685 -2.20000e+01
1783 -2.10000e+01
1942 -2.00000e+01
2075 -1.90000e+01
2160 -1.80000e+01
2216 -1.70000e+01
2341 -1.60000e+01
2360 -1.50000e+01
2555 -1.40000e+01
2649 -1.30000e+01
2707 -1.20000e+01
2851 -1.10000e+01
3062 -1.00000e+01
3097 -9.00000e+00
3310 -8.00000e+00
3565 -7.00000e+00
3855 -6.00000e+00
3912 -4.00000e+00
4096 -3.00000e+00
4173 -2.00000e+00
4266 -1.00000e+00
4387 +3.72000e+02
4469 +3.79000e+02
4921 +3.87000e+02
5013 +3.92000e+02
5464 +3.96000e+02
6595 +3.97000e+02
7346 +4.06000e+02
8072 +4.09000e+02
8599 +4.10000e+02
9262 +4.11000e+02
9951 +4.11000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
148 -3.30000e+01
203 -3.20000e+01
292 -3.10000e+01
469 -3.00000e+01
503 -2.90000e+01
540 -2.80000e+01
610 -2.70000e+01
663 -2.60000e+01
688 -2.50000e+01
748 -2.40000e+01
860 -2.30000e+01
1094 -2.20000e+01
1281 -2.10000e+01
1343 -2.00000e+01
1478 -1.90000e+01
1479 -1.80000e+01
1595 -1.70000e+01
1687 -1.60000e+01
1769 -1.50000e+01
1999 -1.40000e+01
2031 -1.30000e+01
2208 -1.20000e+01
2349 -1.10000e+01
2632 -1.00000e+01
2738 -9.00000e+00
2940 -8.00000e+00
3108 -7.00000e+00
3306 -6.00000e+00
3349 -5.00000e+00
3513 -4.00000e+00
3514 -3.00000e+00
3589 -2.00000e+00
3652 -1.00000e+00
3874 +3.63000e+02
4059 +3.76000e+02
4065 +3.80000e+02
4202 +3.86000e+02
4225 +3.90000e+02
4239 +3.96000e+02
4376 +3.97000e+02
5262 +4.10000e+02
5357 +4.13000e+02
6288 +4.14000e+02
6623 +4.15000e+02
8199 +4.16000e+02
9161 +4.22000e+02
9581 +4.26000e+02
9951 +4.26000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
35 -3.40000e+01
96 -3.30000e+01
174 -3.20000e+01
292 -3.10000e+01
345 -3.00000e+01
371 -2.90000e+01
418 -2.80000e+01
480 -2.70000e+01
551 -2.60000e+01
680 -2.50000e+01
686 -2.40000e+01
774 -2.30000e+01
842 -2.20000e+01
887 -2.10000e+01
935 -2.00000e+01
972 -1.90000e+01
1105 -1.80000e+01
1150 -1.70000e+01
1283 -1.60000e+01
1447 -1.50000e+01
1547 -1.40000e+01
1584 -1.30000e+01
1678 -1.20000e+01
1759 -1.10000e+01
1905 -1.00000e+01
1955 -9.00000e+00
2599 -8.00000e+00
2701 -7.00000e+00
2812 -6.00000e+00
3052 -5.00000e+00
3212 -4.00000e+00
3535 -3.00000e+00
3735 -2.00000e+00
4011 +3.64000e+02
4140 +3.69000e+02
4342 +3.73000e+02
4827 +3.81000e+02
4878 +3.85000e+02
5147 +3.89000e+02
6365 +3.99000e+02
6917 +4.00000e+02
6963 +4.02000e+02
7629 +4.03000e+02
7719 +4.07000e+02
8710 +4.08000e+02
9951 +4.08000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
5 -3.40000e+01
248 -3.30000e+01
345 -3.20000e+01
475 -3.10000e+01
709 -3.00000e+01
823 -2.80000e+01
886 -2.70000e+01
924 -2.60000e+01
1028 -2.50000e+01
1155 -2.40000e+01
1268 -2.30000e+01
1385 -2.20000e+01
1491 -2.10000e+01
1672 -2.00000e+01
1801 -1.90000e+01
1928 -1.80000e+01
2237 -1.70000e+01
2264 -1.60000e+01
2417 -1.50000e+01
2476 -1.40000e+01
2691 -1.30000e+01
2725 -1.20000e+01
2778 -1.10000e+01
2873 -1.00000e+01
3145 -9.00000e+00
3267 -8.00000e+00
3407 -7.00000e+00
3480 -6.00000e+00
3826 -5.00000e+00
3917 -4.00000e+00
4299 -2.00000e+00
4449 -1.00000e+00
4613 +3.40000e+02
4726 +3.47000e+02
4950 +3.62000e+02
5006 +3.78000e+02
5275 +3.80000e+02
5319 +3.93000e+02
5583 +3.95000e+02
5619 +3.96000e+02
5717 +4.01000e+02
5998 +4.05000e+02
6161 +4.06000e+02
6965 +4.10000e+02
7138 +4.12000e+02
7943 +4.19000e+02
9951 +4.19000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
20 -3.40000e+01
87 -3.30000e+01
127 -3.20000e+01
250 -3.10000e+01
301 -3.00000e+01
372 -2.90000e+01
429 -2.80000e+01
496 -2.70000e+01
634 -2.60000e+01
658 -2.50000e+01
782 -2.40000e+01
928 -2.30000e+01
930 -2.20000e+01
1025 -2.10000e+01
1148 -2.00000e+01
1237 -1.90000e+01
1470 -1.80000e+01
1667 -1.70000e+01
1985 -1.60000e+01
2228 -1.50000e+01
2407 -1.40000e+01
2491 -1.30000e+01
2770 -1.20000e+01
2803 -1.10000e+01
2953 -1.00000e+01
3084 -9.00000e+00
3255 -8.00000e+00
3321 -7.00000e+00
3430 -6.00000e+00
3591 -5.00000e+00
3861 -4.00000e+00
4070 -3.00000e+00
4152 -2.00000e+00
4251 -1.00000e+00
